date,name,rating,review
03/23/2017,OpenTable Diner,5.0,We had a great meal and enjoyable evening. Our serverChris and his team were outstanding
03/23/2017,JeannetteB,5.0,The crab cake app was pricey but worth EVERY cent - chunks of crab with no fillers.  Filet melted in mouth and cooked exquisitely. Service was fabulous!
03/23/2017,BrendonH,5.0,"best meal ive ever had, the steak was perfect and everything about the resteraunt is awesome. im literally at a loss for for words for how good the entire exeperiance was from the service to the food. i will be back thats a fact"
03/21/2017,OpenTable Diner,5.0,We thoroughly enjoyed our experience. Would definitely return. Waiters were awesome and I love that I used OpenTable. So convenient
03/19/2017,Hammockroad,5.0,Danielle our server and the busers were excellent! Perfect service!
03/19/2017,OpenTable Diner,5.0,Perfect evening.
03/19/2017,OpenTable Diner,1.0,"We eat here all the time when we visit Mohegan; although service is always good my steak was terrible ,undercooked twice and tasted gamey. Never the case with the steaks there, truly disappointed."
03/18/2017,Nirvana,5.0,"We just went to Mohegan Sun for a weekend thing and ate our Saturday night dinner at Michael Jordan's.  The food was fantastic, I got a filet mignon and it cut like butter!  My husband got chicken and although it was tender it did lack a bit of taste.  We were seated at a table in the middle of the restaurant but still felt we had plenty of privacy.  The staff was spot on, never an empty glass.  I would recommend this to all my friends."
03/18/2017,OpenTable Diner,3.0,Overpriced for the quality of the food.  J Gilberts is much better
03/18/2017,OpenTable Diner,3.0,"The service was actually pretty good and our server was friendly,  definitely encouraged to upsell EVERYTHING though.   The restaurant was extremely loud,  we were celebrating our anniversary, but could barely hear each other.  The server brought usome a few glass of champagne for our anniversary which was very nice.    The prices were extremely high,  $10 higher than comparable restaurants (ie. Capital Grille).  My wife ordered the petite filet medium and it was overcooked, a tiny bit of pink in the middle,  but mostly grey all around and somewhat burnt on the outside.   I ordered the bone-in ribeye medium rare and it was cooked exactly the way I asked and it was delicious.   They did not have a side of regular mashed potatoes, but had a trio of regular,  lobster,  and bacon gouda mashed potatoes,  which was not bad.   The asparagus was outstanding and both of us enjoyed it.   Overall our experience was good,  but definitely subpar for the price that we paid.  I would not return again."
03/14/2017,OpenTable Diner,5.0,"Fabulous

Best meal I've ever had there and I've eaten there a good 15 times

Kitchen crew that night was best ever everything solid

This coming from a chef owner of a restaurant"
03/13/2017,OpenTable Diner,5.0,Food was predictably pricy but excellent quality. Service was excellent. Overall an enjoyable experience
03/12/2017,Vozzy,5.0,"We were celebrating our anniversary and decided to celebrate at Michael Jordan's Steakhouse since we hadn't been there for some time.  Upon being seated we were presented with a nice card congratulating us on our anniversary.   Our waitress, Julie was very pleasant, fun and knowledgeable.  Offered a few suggestions and made sure we were well taken care of throughout our meal.  Our food was cooked perfectly and tasted excellent.  Even though we declined dessert because we were full from our meals, Julie surprised us with a wonderful Creme Brûlée to share compliments of the house.  And because it was so light and tasty we did end up finishing the whole thing!  We were very pleased with our choice for celebrating this special occasion, thank you to Julie and the rest of the staff at Michael Jordan's Steakhouse at Mohegan Sun!"
03/11/2017,OpenTable Diner,5.0,"Outstanding food and service; never had a disappointing meal here. The garlic bread with bleu cheese fondue is an absolute MUST! The filet was cooked perfectly and delicious. The bone-in ribeye was the same. We split a 1 pound baked potato and had the corn-off-the-cob. Always a great time. A little noisy, though, but still enjoyable!"
03/11/2017,OpenTable Diner,5.0,Great service as always. They never disappoint with the quality of the food or the friendly service
03/11/2017,OpenTable Diner,2.0,I have eaten here many times and it has always been a great experience...however this night was terrible my husband ordered the veal chop medium and I ordered the filet medium . His veal chop was well done so waitress said she would send it back and it would only be 7 minutes well it took 25 minutes so I ate dinner alone and while waiting the couple next to us were fighting loudly si by the time his food came out he lost his appetite 😒
03/10/2017,OpenTable Diner,1.0,"We came to the casino for my wife's birthday. We have always wanted to try mjs even knowing it was a a bit on the pricey side. First we orders 2 drinks that we great. Then shrimp cocktail that were not anything special because they were still warm. Then our dinner, she had the tuna steak that she said was cold and tasted like it was sitting out. I had the braised short rib cavatelli. I can honestly say it was the worst meal I have ever eaten. The pasta was still crunchy and the meal just tasted horrible. I have never complained to a restaurant before. I am a very easy going person. But to come to such a high class place and spend $141 on a meal that was less than fast food quality is very wrong in my opinion. We will never be back nor recommend this restaurant."
03/09/2017,SteakLover03031,3.0,"The $100 Porterhouse steak had lots of gristle on the strip side. I tasted the filet side and it was covered in salt.  For aged beef, it was poor quality. Save your money and eat elsewhere.  No one here knows steak."
03/09/2017,DAVIDF,5.0,"Always a great experience, coming here for 14 years now, at least 4 times a year."
03/09/2017,apron2,5.0,Over priced. Most things are ala carte---no garnishes. Ordered a petite filet mignon. It arrived on a large plate. Looked too stark but tasted delicious
03/09/2017,JaneN,5.0,The key lime pie was possibly the best I've ever eaten
03/09/2017,PamelaM,3.0,Our dinner (pre-Sting concert) was a Birthday celebration as I had indicated with reservation made though there was no recognition during our dinner.  Unfortunately the Birthday Girl's filet was overcooked rather than ordered medium rare which made the over-priced entrée not worthy.  We did enjoy the alcove booth seating & Nancy our server!
03/06/2017,Craig,5.0,Great meal - attentive service!!
03/06/2017,Wereg,2.0,"Just OK. Bone-in Kansas City strip was supposed to be Prime dry aged 28 days, sure didn't taste like it. Sides and bread were good. Not worth the price."
03/05/2017,OpenTable Diner,5.0,Absolutely wonderful meal and wonderful service! We come every year to celebrate our anniversary!
03/05/2017,TriciaL,3.0,"Decor and booth were great ! Hostess was super accommodating and friendly. Great waitress service. 
Unfortunately food was just ok. Heavy dressing on Caesar salad. Porterhouse was s little dry and a bit over cooked for ""rare"" especially the filet part. Mash potatoes were somewhat tasteless. A bit disappointed."
03/05/2017,Red372,4.0,Good food & accommodated special dietary requests. Should be more acknowledging of birthday request other than a table card.
03/05/2017,CathyE,4.0,"Good was fabulous,  service needs some improvement."
03/05/2017,AlanW,4.0,"Dinner was for 4 to celebrate a birthday. Reservation was on time, seating was a quiet corner table, and food was awesome. We will return again."
03/05/2017,KimH,4.0,"Very enjoyable dinner - the food, the service and the ambiance were just what we were looking for."
03/05/2017,LisaH,3.0,It was good. Not worth the price though.  Second time there.  Had a table near the kitchen. Got stuck with staff flying by us all night on both sides of us.  Crazy place for a table and the bill was almost $700.00.   Felt like a fan directly above us.  We were cold.   Probably won't return but worth trying once or twice.
03/04/2017,JaclynA,5.0,"Excellent menu and service! I didn't realize the ceasar salad had anchovies paste in it, which I do not like. The server and later manager did it hesitate to offer something else and or remove it from the bill."
03/03/2017,Celine,5.0,"This was my 3rd visit to Michael Jordans steak house at Mohegan Sun & I have never been disappointed.  The food,  service & ambiance are phenomenal . It's one of the reasons I choose to stay at Mohegan Sun Vs. Foxwoods"
03/03/2017,OpenTable Diner,5.0,I've dinned here over 7 times within 5 years. I will be back and always reccomend to others! Amazing food along with amazing service!! A++
03/03/2017,Fela,5.0,"The service staff were pleasant. Seated right away in a booth. Highly recommend the garlic bread, crab cakes, porterhouse for 2, creamed spinach and asparagus.  Wonderful experience"
03/01/2017,Clocker,5.0,"My wife and I thoroughly enjoyed our recent dining experience at Michael Jordan's Steakhouse at Mohegan Sun. Our waiter was personable and attentive to our needs, and our martinis were perfectly prepared. We ordered the special garlic bread with the wonderful dipping sauce as an appetizer and we shared the porterhouse steak for two that was delicious. The side of Brussel sprouts was also very tasty. We have been to Michael Jordan's on numerous occasions and we have never been disappointed!"
03/01/2017,WillD,5.0,Date night with wife
02/27/2017,OpenTable Diner,5.0,"Service was amazing. The steak was cooked perfectly, and topped with a delicious truffle crust recommended by our server! Wonderful experience!"
02/27/2017,Anonymous1,4.0,Food was very good. Cooked very well. Place was cute. Server was great.
02/27/2017,nami,5.0,"Birthday  dinner 
Love the filets
Mash potato medley is terrific
Great wine
Super desert with coffee and sambuca
What could be better"
02/26/2017,DanaL,5.0,Anniversary
02/25/2017,OpenTable Diner,5.0,"Steaks were very high quality. Get the porterhouse for two! All the apps we got were delicious oysters, garlic bread, tuna tartar and the lobster dumplings all worth trying. Wedge salad was also great!"
02/25/2017,OpenTable Diner,3.0,The service was great. But I was disappointed with the food quality overall. Especially at that price. We had a half bottle of Santa Margherita Pinot Grigio that I believe was soured. My own fault for not sending it back. The cocktails we're not that good. Although when the waitress noticed that my wife was not drinking one she gave her a new one. The creamed spinach was delicious. The mashed potatoes were good but lukewarm when served. The signature Delmonico steak was very good. The price point of this restaurant is very high so I expect superior food quality and I don't believe I got that.
02/25/2017,HollyT,4.0,"Great service. High expectations for big prices, mostly worth it. Lobster dumplings too crunchy to fully enjoy; can't really tell you're eating lobster, either. Husband's steak was cooked medium rare instead of medium. We didn't complain, though. Steak was still tasty. Crab cake, bacon app, Caesar salad, potatoes all great."
02/25/2017,DarlaC,3.0,"We enjoyed our dinner very much. Everything was delicious. However, we had just gotten our menus in hand, and our server asked us if we would like some garlic bread.  My husband and I did not realize this was an appetizer, as we had not had a chance to look at our menus. She never mentioned it was an appetizer, so said yes, assuming the bread was a staple, like ice water.  When she left, it was then that we noticed  the bread was, indeed, an appetizer and cost $10.  I have no issue with the price. My complaint is that, although it was tasty,  I would not have chosen the garlic bread as my appetizer; I was looking at the Lobster Dumplings, with cost $4 more. Since we had the bread, another appetizer would have been too much food before dinner, so I passed.  I suggest that your servers be more forthright,  and give their guests a chance to settle in before recommending an item from the menu."
02/25/2017,OpenTable Diner,5.0,Great dining experience.  My steak was excellent and the lobster tails were big.
02/25/2017,OpenTable Diner,4.0,The steak was excellent ( Aged Kansas City Bone in Strip) the baked potatoes was pretty good and the Brussel sprout petals were good. The Garlic Bread was outstanding. The price is up there. It is definitely not a value meal.
02/25/2017,Meatlover,5.0,The staff was incredibly nice and very professional. The food was excellent. They gave us a very nice table in the back where it was quiet. I will go back again next time I'm at Mohegan Sun
02/24/2017,CarolB,5.0,We had wonderful service and food. The staff was very attentive. Can't wait to return.
02/24/2017,OpenTable Diner,5.0,"Food and service was excellent! I had the porterhouse for two, highly recommend.  The steak was cooked to perfection"
02/23/2017,KenB,5.0,"Always happy at MJ's. great service, great steak and a big fan of the grilled corn side."
02/22/2017,OpenTable Diner,3.0,"They tout the Delmonico as the house specialty, so I ordered it. However, there is absolutely nothing special about that steak. The inside was cooked as ordered, but the outside was a little too burnt. Our table ordered several different side dishes, but none stood out, and all were rather modest portions for the price.  On the recommendation of my waiter, I tried the baked Alaska. Again, it was fair, but a little too sweet and certainly nothing special."
02/21/2017,Bailey,5.0,Food was fantastic. One of the best steaks I ever had.sides were equally as good. 23 layer choclatiers cake was exceptional. Can't  wait to go back. Service was impeccable.
02/20/2017,DebM,4.0,"Food was was great especially the garlic bread fondue appetizer. However, when you are eating at a restaurant of this caliber the staff should not be spraying cleaner and vacumming at the next table during business hours!!"
02/20/2017,JulieF,1.0,Terrible food that is not made fresh. This is a shame as it used to be a good restaurant. They are charging Capital Grill prices and you can get a much better meal at an Outback Steakhouse. Total ripoff. We will never go back.
02/20/2017,RickK,3.0,Had to wait for a table even with a reservation. Was done with dinner before drinks were refilled. Food was excellent but pricey. Ruth Chris prices but not the same service. Enjoyable ambience.
02/19/2017,LindaN,5.0,We thoroughly enjoyed our experience at the steakhouse. Food was fabulous and the service was excellent. We certainly go again.
02/18/2017,OpenTable Diner,5.0,Food and service was excellent.  The cost is pricey however
02/18/2017,GG84,5.0,"Food was tasty and fresh.  Service was also very attentive. Had a great experience. It is pricey, though"
02/18/2017,OpenTable Diner,5.0,"Wonderful spot for special occasions, or if you're looking for an incredible steak. Our Waiter was nervous, but very professional and had a great attitude. This is a 1.5 hour drive from our house but always worth the drive, and I always make my reservation in the car on the way. This time I made the reservation for 9:15pm and called that we were running late by 5 minutes. The hostess was extremely understanding and honest and said take your time your table wont be ready for another 10 minutes."
02/18/2017,OpenTable Diner,5.0,"Excellent service, excellent food, can get a little pricey with drinks.
Would definitely return"
02/18/2017,OpenTable Diner,5.0,This is my second time dining at MJ. And my steak is always cooked perfectly. The side dishes are huge. Easily can share them and still have leftover to take home.
02/18/2017,douglasdale,5.0,Fantastic as always. You just can't go wrong here.
02/18/2017,OpenTable Diner,5.0,"Wait staff super , I love the filet mignon , it just melts in your mouth. Never had a bad meal here. Everyone is a professional.  The noise level is a little high. However I over look it because of all the pluses!!"
02/17/2017,JoeU,4.0,Excellent meal. Jessie our server was very knowledgeable with the product as well as the wine list. I would only do one thing more. I would lightly dress the plate with something like parsley or a thickened au jour. plates looked blah when they hit the table. But steak was excellent
02/17/2017,Malugem,5.0,"Service and staff are very friendly and attentive . Food was delicious , portion sizes are huge . Ordered the rib eye and trio mashed potatoes which were delicious"
02/17/2017,Foodie,5.0,Excellent!
02/16/2017,MacS,4.0,Excellent steaks.  Good service
02/15/2017,WillD,5.0,Valintines Day
02/15/2017,SusanM,5.0,"We had an awesome dinner and our waiter was in-tuned with our needs even though it was extremely busy. We had great seating away from the front of the restaurant and no one rushed us through anything.

We will be back!"
02/15/2017,Rocky,5.0,"second time there and it was excellent as it was the first time, food, service and just a great overall dining experience."
02/15/2017,OpenTable Diner,2.0,"Apps were very good. My steak was cooked perfect but my wife's dish was pure salt. 

The desserts were horrendous. Chocolate cake crumbled as if it were old and stale, and cheesecake tasted just plain weird. 

Overall very disappointing."
02/14/2017,FranR,5.0,Had dinner on Valentine's Day.  This is our second time at MJ and food and service were  excellent both times.
02/14/2017,JOHNM,5.0,"Overall, great, enjoyable experience.   I intend t to return soon."
02/14/2017,OpenTable Diner,5.0,"Excellent meal. Pricey, but you get what you pay for. 
Sides are excellent!"
02/13/2017,saraho,3.0,"I was unfortunately dissatisfied with my overall experience... & I'm not usually very hard to please. There were tons of seating options available, but for some reason we were placed at an awkward, small table. My chair was so close to the man behind me, we had to move the table ourselves with the hostess watching & I was wearing a short skirt. My husbands chair was sticking out behind the wall, in the middle of restaurant foot traffic. I felt as though we should have been moved somewhere a little less... awkward & difficult. The drinks were good. The garlic bread app w/ blue cheese fondue was excellent. Meatballs... I could have done without. I had a chopped salad - meh. He had the filet which was decent. We got the Mac and cheese which I barely ate and I usually DEVOUR that anywhere. It tasted very... aged. I'm not sure what the problem was. The wait staff was great. Lighting & overall atmosphere was nice. But I'm truly sad to say that the food and how we were seated was very unimpressive."
02/12/2017,MaureenF,5.0,"Excellent porterhouse for two! Perfectly cooked and delicious! Great service by Jules! And as everyone says, don't miss the garlic bread.  We will return."
02/12/2017,ST18,4.0,"The food was incredible and so was the ambiance! The only suggestion would be to have the waiter or waitress inform  guests that the main course lacks a side dish. On a side note, one particular table of patrons were a little rowdy and using profanities quite frequently, but i guess this happens at a casino on a Saturday night. Luckily we were in a booth, which was away from the chaos, but we felt badly for the patrons seated at the table next to them. Overall a great experience though!"
02/12/2017,OpenTable Diner,5.0,The food at Michael Jordan steakhouse was amazing. I ordered the filet mignon and it was one of the best steaks I've ever had. The lobster dumplings and crab cakes were also amazing.
02/11/2017,kath,5.0,"It was crowded  and noisy, food delicious but expensive"
02/11/2017,OpenTable Diner,5.0,"Our meal was DELICIOUS the mood there was VERY pleasurable.  Our wait staff whose name is Chris was GREAT...EVERYONE there we met was GREAT...peaceful atmosphere relaxing and COMFORTABLE.. ANYONE looking for a great meal SHOULD give you a shot, i don't think they would regret it"
02/11/2017,Hav2eat,5.0,"Per usual everything we had was phenomenal, if you've never tried their blue cheese fondue garlic bread it is a must!!!"
02/10/2017,OpenTable Diner,3.0,"Very unimpressive meal for the money. Nothing wrong with the food, but at $100+/pp with one drink each, I was expecting a better cut of beef and side dishes.  That said, the service staff was excellent."
02/06/2017,OpenTable Diner,4.0,"Took my wife out to celebrate her birthday at our favorite restaurant. That night falls right on supper bowls Sunday. Thought that it didn't matter cause it's Michael Jordan. But we were wrong. The service was always outstanding but the food that night was unexceptable,for the price we are paying for we expect nothing but the best. We ask the steak to medium well and when it came out it was well done. And one of our side is asparagus, it looks like that they r too busy looking at the game that they had forgotten that they had customers food on the stove. We didn't complain at the time cause we just want to at least enjoy our evening, so we try to eat what we can. I just want whoever is in charge and manage Michael Jordan at the time to look into this. We will probably go back and give it another chance but never again on a game night!"
02/05/2017,OpenTable Diner,5.0,Overall I find that MJ's is always wonderful -- the service and all who work at this restaurant are 'a cut above' in the way they treat customers.  The food and the service is consistently outstanding.  It is by far my favorite restaurant at Mohegan Sun.
02/04/2017,OpenTable Diner,5.0,Our server Brian was excellent. We had some allergies in the group and he was very accomadating.  He was also very attentive.  Great food. Totally worth the price
02/04/2017,OpenTable Diner,4.0,"MJ's is a restaurant we always enjoy visiting.  The food is consistently excellent and the service is what one should expect from a higher end restaurant. The Rib-Eye was fantastic. No need to add steak sauce or even salt and pepper.  It was excellent from the first bite. The brussels sprouts were very good.  The mac/cheese side was average. The service was excellent and always is. In fact when I had mentioned my wife and I struggled on dessert choice because she doesn't eat chocolate but I do, the waiter comped us a chocolate desert on to go along with the Baked Alaska we had ordered.  We highly recommend MJ's for a great steak dinner."
02/03/2017,OpenTable Diner,5.0,Anniversary
02/03/2017,Claven,5.0,"Great all-around place. Comparable to other good high-end steakhouses, it really is legit. Good whiskey and wine selection, knowledgeable servers, and awesome steaks."
02/01/2017,Al1228,5.0,"Great place with great food and service. My wife had the Lobster dumplings and thought they were delicious. I had the melt in your mouth Filet and she had the falling off the bone brisket.
Crème Brulee  was the perfect end to the meal!!"
01/29/2017,OpenTable Diner,1.0,"The experience at this steakhouse left me sorely disappointed given the cost of going there. Starting off despite having a reservation it took nearly 20 minutes to my table, never had this issue on OpenTable before. The weighting service was far below average in my opinion as well. The weighter took forever to come around to take our orders from the onset and rarely came back to the table after the food came. I will say the food met my expectations fully, but between waiting on the table and the bad service I doubt I will be going back."
01/29/2017,OpenTable Diner,5.0,Everybody at Michael Jordan's was fantastic from our host and Hostess right down to Brian our server we had a great time it was a special occasion for  my girlfriend and i we are getting back together and they made it absolutely wonderful!!
01/29/2017,Cindyk,3.0,"For a top steak house very disappointing in steak.  Had much better elsewhere. Ordered the asparagus w/ marcona almond butter. Never expected to see a large ice cream scoop of butter topping the asparagus. All you could taste was butter. Oysters and bacon appetizers were excellent.
Server was excellent"
01/28/2017,OpenTable Diner,5.0,Awesome as Always......The Delmonico is the best Steak Around!!!
01/27/2017,BostonEileen,5.0,The quality of the steaks are incredible!  Being able to customize them with add-ons like Truffle Parmesan crust makes a unique experience.
01/24/2017,KimberlyM,5.0,Our waiter and the staff in general was fantastic! The food was incredible.
01/22/2017,TOM14369,5.0,"I go there a lot when going to Mohegan Sun. The Garlic blue cheese bread you could make a meal of, the steaks are always spot on. I went with a friend who had never been before and he was real happy with his meal
Just remember it is a bit more pricey."
01/22/2017,JenniferC,4.0,"great time & great staff.  Loved the garlic bread, the porterhouse, creamed spinach and the mashed potato trio.  Could have passed on the lobster dumplings..."
01/22/2017,JOHNC,4.0,Food was very good however mac and cheese was too cheesy did not eat it.
01/21/2017,Justme,5.0,"Absolutely LOVED our dinner at Michael Jordan's Steak House - Mohegan Sun.  It was especially great because we had a top notch server.  Her name was Jennifer and she was absolutely outstanding.  We were seated about 20 minutes late for our 6:45 reservation because the restaurant was so busy.  She was such a delight that we forgot all about the delay.  She gave great recommendations for food, was happy and attentive.  She gets a 5 star rating from our table!  Thanks Jennifer for making our night so much fun!"
01/21/2017,Janette,5.0,I was at Mohegan sun and thanks to open table I was able to secure a reservation. Food is good a little pricey
01/21/2017,OpenTable Diner,5.0,Great restaurant.  Bacon app was amazing.  Steaks were deluscious.  Menu was expensive but we knew that before we went so that really didn't matter.  Filet was overcooked but management fixed right away and bought my drinks and gave us extra sides.  Defiantly make reservations because the line was crazy to get in if you didn't have anyour.  I loved it!
01/21/2017,dfood,4.0,"Overall I would say it's a nice place for a special occasion dinner, but expect to pay a hefty price.   The décor was very nice, but no white tablecloths, which frustrated the other couple we were with, lol.  Everyone in my party agreed that the crab cakes were delicious.  Someone in our party ordered scallops which were very undercooked.  Someone's filet mignon  was ordered medium and it was delivered well done, disappointing for an actual steakhouse (but he didn't want to complain).  And  I can never understand why these fancy steakhouses cannot at lease  put a dollup of a potato or a spoonful of a vegetable on the plate with a $49 fillet mignon."
01/20/2017,GlennR,3.0,"Had the Rib Eye and it was pretty fatty, especially for the price"
01/19/2017,Strombone,5.0,The Delmonico steak was fantastic.  My wife enjoyed the sea scallops.  The service was excellent. Thank you.
01/17/2017,EdwardW,3.0,"Been quite a few times and very satisfied.  Overall this trip not as inpressive.  Garlic bread was good but not what i have raved about.  Some of the bread was over cooked   There was no real garlic flavor.  The blue cheese was good as usual. 

Salads were good. Nothing real special just good. 

Steaks. Delmonico x 4. Mine was the best and since i did not really notice that the other 3 were so off till to late we did not send them back.  

The other 3 were  40 % fat. 

I understand it is a rich piece of meat.  But not 40% fat 

Btw steak sauce on the side I believe was described as a form of au jus.  It was  disgusting.  Even worse than a-1. If that is possible. 

Not sure how this happened. Hold you to a higher standard."
01/16/2017,OpenTable Diner,3.0,"Did not like the french fries, they are so much better in NYC!
The fondue garlic bread was the best part of my meal. 
They had us sitting so close to another table you can hear every conversation!
For what you are paying I expect more.
The one in NYC is far better for every thing.
I would not go back to this restaurant"
01/15/2017,John,4.0,Was a little pricy for the amount you got. Could be a little less. The food was good but it didn't blow my mind especially with the prices you pay. atmosphere was excellent and the service was great.
01/15/2017,spappal15,5.0,"We generally love Michael Jordans  Steakhouse.  We always try to get reservation everything we go to see a show at Mohegan Sun. The atmosphere, staff and  food are to die for in my opinion."
01/15/2017,OpenTable Diner,5.0,Great food!! Great service!! Would definitely go back!
01/15/2017,OpenTable Diner,5.0,Excellent food and service! I highly recommend eating there!
01/13/2017,RobertR,5.0,"Well worth it
Steak was great we got everything lazy man
And ate family style. Wait staff was perfect"
01/10/2017,OpenTable Diner,5.0,"We were treated with great respect from the manager. She is a very good people person and am looking forward to return. This was a gift from our children as a Christmas gift.The food was excellent in presentation,taste ,and was cooked to our asking. The wait staff was helpfuf  since it was our first time ordering and made very helpful suggestions. In leaving I thanked the manager for a wonderful night and that we would return!"
01/06/2017,RobbinP,3.0,Food was excellent but overwhelming so big had to leave over half of it. Could not take home as we were staying overnight . Could not enjoy and talk as it was so loud
01/06/2017,OpenTable Diner,5.0,"Delicious food, great atmosphere, good service, awesome place for any occasion"
01/03/2017,OpenTable Diner,3.0,A steakhouse that sent a raw steak to me for 56 bucks. Many better places in the casino and locally with dry aged meat that far surpass the quality here
01/03/2017,LouC,5.0,"Service was superb, very attentive staff that was there when they needed to be, but not in our way.   Everything was prepared exactly as ordered and delicious.  Price is a bit on the high side, but that is expected leaving this a great place for any special occasion."
01/02/2017,OpenTable Diner,4.0,"A little pricy for a regular joe,but nice treat. I would to return."""
01/01/2017,OpenTable Diner,1.0,"Had dinner reservations for 5:15, was seated at 5:19. No problems there.  Appetizers was awesome then it was all downhill from there. The waitress nevertheless showed her face halfway through the appetizers never showed back up until 6:12 to inform us that the kitchen lost our ticket. Then asked if we wanted another appetizer after we ordered a 65.00 steak and a 24.00 dollar salt block chicken with sides. Who wants additional appetizers after ordering waguy meatballs and garlic bread. (It was only two of us) the meals were severed at 6:27. Steak was ordered med well, was delivered to the table rare with blood on the plate. Chicken bland an cold. The waitress asked if she could bring the steak back to the kitchen (really) after waiting an hour for food. Then we was asked to wait to speak to the manager. The manger should have showed up well before then ... I believe. This was the first steakhouse I have ever walked out on.  I often eat a capital grill or Ruth Chris. That's what I get for cheating on my favorite restaurants.  Hahaha. I WILL NEVER GO BACK TO SAY THE LEAST."
01/01/2017,ARSNV2015,5.0,The Wagyu meatballs were delicious. My wife and I are never disappointed when we dine at Michael Jordan's Steskhouse.
01/01/2017,VickiK,5.0,"We had the most delicious Tomahawk steak and lamb chops that just melted in your mouth.  The Caesar Salad was fresh and crisp and flavorful as was the beet and goat cheese salad.  Overall a terrific meal.  We shared Baked Alaska between the 4 of us which was also excellent.  Our Server, whose name escapes me now was fabulous.  She knew when to come over and check on us to see if we needed anything and was very considerate and professional.  I wish I could remember her name.  :-("
01/01/2017,CHARLESV,3.0,"Steak was fine, sides were boring,  lacking flavor, and overpriced. I would not recommend this eatery."
01/01/2017,Eric,5.0,Very nice ambience with great food.  The Lamb Chops were out of this world with great tasting crispy bones.  The corn was fabulous; it was pulled off the cob and was cooked to perfection.  Even the garlic bread was amazing. I tasted a scallop and that was great as well.  The price is very high but given the class of restaurant was well worth it to go there as a special treat.  I'll be back there again.
01/01/2017,OpenTable Diner,4.0,"New Year's Eve dinner, good food but very noisy"
01/01/2017,bigpenguin,4.0,Expensive.  Excellent friendly service. The steak was prepared correctly and flavorful.  The lobster was overcooked and tough.
12/31/2016,majormelvin,4.0,"We went here New Years Eve.    We ended up getting an early reservation.   The food was delicious, the atmosphere great.   It was in Mohegan Sun and they were doing sound checks for the New Years Eve gala right outside.  The place was shaking with the music, but other than that... it was a great night. We would go again."
12/31/2016,huge,5.0,"Food has been outstanding , especially the Delmonico and the Meatballs. Good service."
12/31/2016,coastiedan,5.0,I go to Michael Jordan's regularly with my wife for date nights. The food is outstanding. The wait staff is attentive and courteous. It never fails to please...
12/30/2016,elisa,5.0,great  never a bad meal here   great service worth every penny
12/30/2016,PAULY70,4.0,FOOD AND SERVICE WERE VERY GOOD. I WISH IT WASN'T SO EXPENSIVE OTHERWISE I WOULD BE GOING MORE OFTEN
12/29/2016,OpenTable Diner,5.0,Consistent every visit here. Superior service and quality food.
12/28/2016,OpenTable Diner,3.0,Mahhhhhhjjjjjjjh
12/26/2016,MelissaJ,3.0,The hostess was very helpful and friendly.  She was able to seat us earlier than our reservation time. Overall the staff was nice. The food was mediocre at best.  Do not see ourselves going back - Very pricey- not worth it .
12/25/2016,OpenTable Diner,4.0,Food was delicious great atmosphere would recommend for steak
12/24/2016,GaryS,3.0,"All around excellent except seating was a insulting. There were many central tables available yet hostess said they were being saved for others and we were placed in cramped corner. When we asked to move we were politely told no sorry not possible. Not a single one of the ""reserved"" tables were ever occupied and sat vacant. Insulting."
12/22/2016,DaveJag,5.0,I went here a few ago and the food was absolutely great and scenery was perfect. I loved the wings they gave me and the service provider of them was quite friendly. I would definitely come back here when I'm around the area again.
12/22/2016,OpenTable Diner,5.0,The food and wait staff was excellent.  We were staying the night so had a frig delivered to our room for the left overs.
12/21/2016,OpenTable Diner,5.0,Excellent food and service at a very reasonable price
12/17/2016,CharlesL,5.0,The food was great the price was a little high but will worth it
12/17/2016,MattP,5.0,Amazing food. Steak was the best I ever had. A little pricey but worth it. Service was great as well.
12/17/2016,OpenTable Diner,5.0,This was a great place to celebrate my husbands birthday.  We had a wonderful time and the food was delicious.
12/16/2016,tuscanyfan,5.0,"This is our go to restaurant when ever we go to Mohegan Sun, which we do often.
the garlic bread is outstanding, the steak is the best i have ever had, and the baked potato is almost a meal itself.
the wait staff is attentive to our needs and very pleasant.

Certainly on the pricey side, but worth it."
12/16/2016,Capone,2.0,"Been gong to this restaurant several times a year since it opened. Usually very good food, this time only fair. Seems to be slipping for about two years"
12/15/2016,RHCT,4.0,It was good but far too overpriced for what you get. My steak was tough and a $60 steak should not be tough. Especially a $60 Delmonico aged 45 days. I'm not one to waste food so I ate it but I will just never be here again.
12/12/2016,OpenTable Diner,5.0,Great experience. The porterhouse for 2 was right on the money. The creamed spinach by far the best I've ever tasted. 5 stars for me. Our waitress was great.
12/12/2016,Clocker,5.0,"My wife and I had a wonderful dining experience at Michael Jordan's Steak House at Mohegan Sun this week. The martinis were perfect and our porterhouse steak for two was delicious and perfectly prepared.  The cheesy garlic bread was a tasty appetizer, and the service was friendly and attentive to our needs. We were much too full to have dessert. We really enjoyed dining at Michael Jordan's at Mohegan Sun and will definitely return in the future."
12/12/2016,Mitch,5.0,"Excellent service and while the food, my particular steak - in my opinion, was not as good as the last time, I still think this is a great place and would come back again.
Everybody from the hostess to the manager to the wait staff were super friendly, courteous and very professional. 
The wait staff was very knowledgeable in all the items on the menu including the bar menu.
Can't wait to return."
